ID,Title,Difficulty,Leetcode Question Link,Tags
509,Fibonacci Number,Easy, https://leetcode.com/problems/fibonacci-number, "Math, Dynamic Programming, Recursion"
969,Pancake Sorting,Medium, https://leetcode.com/problems/pancake-sorting, "Array, Greedy, Sorting"
966,Vowel Spellchecker,Medium, https://leetcode.com/problems/vowel-spellchecker, "Hash Table, String"
1153,String Transforms Into Another String,Hard, https://leetcode.com/problems/string-transforms-into-another-string, "Hash Table, Graph"
498,Diagonal Traverse,Medium, https://leetcode.com/problems/diagonal-traverse, "Array, Matrix, Simulation"
407,Trapping Rain Water II,Hard, https://leetcode.com/problems/trapping-rain-water-ii, "Array, Breadth-First Search, Heap (Priority Queue)"
1013,Partition Array Into Three Parts With Equal Sum,Easy, https://leetcode.com/problems/partition-array-into-three-parts-with-equal-sum, "Array, Greedy"
986,Interval List Intersections,Medium, https://leetcode.com/problems/interval-list-intersections, "Array, Two Pointers"
337,House Robber III,Medium, https://leetcode.com/problems/house-robber-iii, "Dynamic Programming, Tree, Depth-First Search"
264,Ugly Number II,Medium, https://leetcode.com/problems/ugly-number-ii, "Dynamic Programming, Heap (Priority Queue)"
1162,As Far from Land as Possible,Medium, https://leetcode.com/problems/as-far-from-land-as-possible, "Breadth-First Search, Matrix"
1202,Smallest String With Swaps,Medium, https://leetcode.com/problems/smallest-string-with-swaps, "Union Find, Array"
849,Maximize Distance to Closest Person,Easy, https://leetcode.com/problems/maximize-distance-to-closest-person, "Array"
390,Elimination Game,Medium, https://leetcode.com/problems/elimination-game, "Math"
579,Find Cumulative Salary of an Employee,Hard, https://leetcode.com/problems/find-cumulative-salary-of-an-employee, "SQL"
983,Minimum Cost For Tickets,Medium, https://leetcode.com/problems/minimum-cost-for-tickets, "Dynamic Programming"
233,Number of Digit One,Hard, https://leetcode.com/problems/number-of-digit-one, "Math, Recursion"
463,Island Perimeter,Easy, https://leetcode.com/problems/island-perimeter, "Array, Depth-First Search, Breadth-First Search"
132,Palindrome Partitioning II,Hard, https://leetcode.com/problems/palindrome-partitioning-ii, "String, Dynamic Programming"
827,Making A Large Island,Hard, https://leetcode.com/problems/making-a-large-island, "Array, Depth-First Search, Union Find, Matrix"
1062,Longest Repeating Substring,Medium, https://leetcode.com/problems/longest-repeating-substring, "Binary Search, Sliding Window"
430,Flatten a Multilevel Doubly Linked List,Medium, https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list, "Linked List, Depth-First Search, Doubly Linked List"
252,Meeting Rooms,Easy, https://leetcode.com/problems/meeting-rooms, "Array, Sorting"
516,Longest Palindromic Subsequence,Medium, https://leetcode.com/problems/longest-palindromic-subsequence, "Dynamic Programming, String"
243,Shortest Word Distance,Easy, https://leetcode.com/problems/shortest-word-distance, "Array, Two Pointers"
652,Find Duplicate Subtrees,Medium, https://leetcode.com/problems/find-duplicate-subtrees, "Tree, Depth-First Search, Hash Table"
285,Inorder Successor in BST,Medium, https://leetcode.com/problems/inorder-successor-in-bst, "Tree, Depth-First Search, Binary Search Tree"
1247,Minimum Swaps to Make Strings Equal,Medium, https://leetcode.com/problems/minimum-swaps-to-make-strings-equal, "Greedy, Math, String"
916,Word Subsets,Medium, https://leetcode.com/problems/word-subsets, "Array, Hash Table, String"
1019,Next Greater Node In Linked List,Medium, https://leetcode.com/problems/next-greater-node-in-linked-list, "Stack, Linked List"
1245,Tree Diameter,Medium, https://leetcode.com/problems/tree-diameter, "Tree, Depth-First Search"
359,Logger Rate Limiter,Easy, https://leetcode.com/problems/logger-rate-limiter, "Hash Table, Design"
581,Shortest Unsorted Continuous Subarray,Easy, https://leetcode.com/problems/shortest-unsorted-continuous-subarray, "Array, Two Pointers, Sorting"
350,Intersection of Two Arrays II,Easy, https://leetcode.com/problems/intersection-of-two-arrays-ii, "Array, Hash Table, Two Pointers, Binary Search, Sorting"
729,My Calendar I,Medium, https://leetcode.com/problems/my-calendar-i, "Design, Segment Tree, Ordered Map"
1249,Minimum Remove to Make Valid Parentheses,Medium, https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses, "Stack, String"
161,One Edit Distance,Medium, https://leetcode.com/problems/one-edit-distance, "String, Two Pointers"
1047,Remove All Adjacent Duplicates In String,Easy, https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string, "Stack, String"
69,Sqrt(x),Easy, https://leetcode.com/problems/sqrtx, "Math, Binary Search"
1254,Number of Closed Islands,Medium, https://leetcode.com/problems/number-of-closed-islands, "Depth-First Search, Breadth-First Search, Union Find"
1104,Path In Zigzag Labelled Binary Tree,Medium, https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree, "Math, Tree, Binary Tree"
1024,Video Stitching,Medium, https://leetcode.com/problems/video-stitching, "Array, Dynamic Programming, Greedy"
129,Sum Root to Leaf Numbers,Medium, https://leetcode.com/problems/sum-root-to-leaf-numbers, "Tree, Depth-First Search, Binary Tree"
852,Peak Index in a Mountain Array,Easy, https://leetcode.com/problems/peak-index-in-a-mountain-array, "Array, Binary Search"
468,Validate IP Address,Medium, https://leetcode.com/problems/validate-ip-address, "String"
183,Customers Who Never Order,Easy, https://leetcode.com/problems/customers-who-never-order, "SQL"
515,Find Largest Value in Each Tree Row,Medium, https://leetcode.com/problems/find-largest-value-in-each-tree-row, "Tree, Breadth-First Search"
974,Subarray Sums Divisible by K,Medium, https://leetcode.com/problems/subarray-sums-divisible-by-k, "Array, Hash Table, Prefix Sum"
1022,Sum of Root To Leaf Binary Numbers,Easy, https://leetcode.com/problems/sum-of-root-to-leaf-binary-numbers, "Tree, Depth-First Search, Binary Tree"
209,Minimum Size Subarray Sum,Medium, https://leetcode.com/problems/minimum-size-subarray-sum, "Array, Binary Search, Sliding Window, Prefix Sum"
184,Department Highest Salary,Medium, https://leetcode.com/problems/department-highest-salary, "SQL"
539,Minimum Time Difference,Medium, https://leetcode.com/problems/minimum-time-difference, "Array, Sorting"
860,Lemonade Change,Easy, https://leetcode.com/problems/lemonade-change, "Array, Greedy"
351,Android Unlock Patterns,Medium, https://leetcode.com/problems/android-unlock-patterns, "Dynamic Programming, Backtracking"
523,Continuous Subarray Sum,Medium, https://leetcode.com/problems/continuous-subarray-sum, "Array, Hash Table, Prefix Sum"
570,Managers with at Least 5 Direct Reports,Medium, https://leetcode.com/problems/managers-with-at-least-5-direct-reports, "SQL"
1146,Snapshot Array,Medium, https://leetcode.com/problems/snapshot-array, "Array, Hash Table, Binary Search, Design"
228,Summary Ranges,Medium, https://leetcode.com/problems/summary-ranges, "Array"
90,Subsets II,Medium, https://leetcode.com/problems/subsets-ii, "Array, Backtracking"
432,All O`one Data Structure,Hard, https://leetcode.com/problems/all-oone-data-structure, "Hash Table, Linked List, Design"
284,Peeking Iterator,Medium, https://leetcode.com/problems/peeking-iterator, "Array, Design, Iterator"
1081,Smallest Subsequence of Distinct Characters,Medium, https://leetcode.com/problems/smallest-subsequence-of-distinct-characters, "Stack, Greedy, String, Monotonic Stack"
232,Implement Queue using Stacks,Easy, https://leetcode.com/problems/implement-queue-using-stacks, "Stack, Design, Queue"
163,Missing Ranges,Medium, https://leetcode.com/problems/missing-ranges, "Array"
1060,Missing Element in Sorted Array,Medium, https://leetcode.com/problems/missing-element-in-sorted-array, "Array, Binary Search"
584,Find Customer Referee,Easy, https://leetcode.com/problems/find-customer-referee, "SQL"
662,Maximum Width of Binary Tree,Medium, https://leetcode.com/problems/maximum-width-of-binary-tree, "Tree, Breadth-First Search, Binary Tree"
226,Invert Binary Tree,Easy, https://leetcode.com/problems/invert-binary-tree, "Tree, Depth-First Search, Breadth-First Search, Binary Tree"
167,Two Sum II - Input array is sorted,Easy, https://leetcode.com/problems/two-sum-ii-input-array-is-sorted, "Array, Two Pointers, Binary Search"
298,Binary Tree Longest Consecutive Sequence,Medium, https://leetcode.com/problems/binary-tree-longest-consecutive-sequence, "Tree, Depth-First Search, Binary Tree"
1270,All People Report to the Given Manager,Medium, https://leetcode.com/problems/all-people-report-to-the-given-manager, "SQL"
1005,Maximize Sum Of Array After K Negations,Easy, https://leetcode.com/problems/maximize-sum-of-array-after-k-negations, "Array, Greedy, Sorting"
702,Search in a Sorted Array of Unknown Size,Medium, https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size, "Array, Binary Search, Interactive"
397,Integer Replacement,Medium, https://leetcode.com/problems/integer-replacement, "Dynamic Programming, Math, Bit Manipulation"
1299,Replace Elements with Greatest Element on Right Side,Easy, https://leetcode.com/problems/replace-elements-with-greatest-element-on-right-side, "Array"
801,Minimum Swaps To Make Sequences Increasing,Medium, https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing, "Array, Dynamic Programming, Greedy"
938,Range Sum of BST,Easy, https://leetcode.com/problems/range-sum-of-bst, "Tree, Depth-First Search, Breadth-First Search, Binary Search Tree"
567,Permutation in String,Medium, https://leetcode.com/problems/permutation-in-string, "Hash Table, Two Pointers, String, Sliding Window"
52,N-Queens II,Hard, https://leetcode.com/problems/n-queens-ii, "Backtracking"
164,Maximum Gap,Hard, https://leetcode.com/problems/maximum-gap, "Array, Sorting, Bucket Sort, Radix Sort"
1233,Remove Sub-Folders from the Filesystem,Medium, https://leetcode.com/problems/remove-sub-folders-from-the-filesystem, "Array, Trie, String, Sorting"
106,Construct Binary Tree from Inorder and Postorder Traversal,Medium, https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal, "Array, Tree, Depth-First Search, Binary Tree"
586,Customer Placing the Largest Number of Orders,Easy, https://leetcode.com/problems/customer-placing-the-largest-number-of-orders, "SQL"
862,Shortest Subarray with Sum at Least K,Hard, https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k, "Array, Binary Search, Queue, Sliding Window, Prefix Sum"
541,Reverse String II,Easy, https://leetcode.com/problems/reverse-string-ii, "Two Pointers, String"
951,Flip Equivalent Binary Trees,Medium, https://leetcode.com/problems/flip-equivalent-binary-trees, "Tree, Depth-First Search, Binary Tree"
421,Maximum XOR of Two Numbers in an Array,Medium, https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array, "Array, Bit Manipulation, Trie"
366,Find Leaves of Binary Tree,Medium, https://leetcode.com/problems/find-leaves-of-binary-tree, "Tree, Depth-First Search, Binary Tree"
149,Max Points on a Line,Hard, https://leetcode.com/problems/max-points-on-a-line, "Array, Hash Table, Math, Geometry"
222,Count Complete Tree Nodes,Medium, https://leetcode.com/problems/count-complete-tree-nodes, "Tree, Depth-First Search, Binary Search"
839,Similar String Groups,Hard, https://leetcode.com/problems/similar-string-groups, "Depth-First Search, Breadth-First Search, Union Find"
304,Range Sum Query 2D - Immutable,Medium, https://leetcode.com/problems/range-sum-query-2d-immutable, "Array, Matrix, Prefix Sum"
708,Insert into a Sorted Circular Linked List,Medium, https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list, "Linked List"
1339,Maximum Product of Splitted Binary Tree,Medium, https://leetcode.com/problems/maximum-product-of-splitted-binary-tree, "Tree, Depth-First Search, Binary Tree"
382,Linked List Random Node,Medium, https://leetcode.com/problems/linked-list-random-node, "Linked List, Math, Reservoir Sampling"
100,Same Tree,Easy, https://leetcode.com/problems/same-tree, "Tree, Depth-First Search, Breadth-First Search, Binary Tree"
889,Construct Binary Tree from Preorder and Postorder Traversal,Medium, https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal, "Array, Tree, Depth-First Search, Binary Tree"
1267,Count Servers that Communicate,Medium, https://leetcode.com/problems/count-servers-that-communicate, "Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
189,Rotate Array,Easy, https://leetcode.com/problems/rotate-array, "Array, Two Pointers"
841,Keys and Rooms,Medium, https://leetcode.com/problems/keys-and-rooms, "Depth-First Search, Breadth-First Search, Graph"
486,Predict the Winner,Medium, https://leetcode.com/problems/predict-the-winner, "Array, Math, Dynamic Programming, Minimax"
621,Task Scheduler,Medium, https://leetcode.com/problems/task-scheduler, "Array, Greedy, Sorting, Heap (Priority Queue)"
1248,Count Number of Nice Subarrays,Medium, https://leetcode.com/problems/count-number-of-nice-subarrays, "Array, Hash Table, Sliding Window"
609,Find Duplicate File in System,Medium, https://leetcode.com/problems/find-duplicate-file-in-system, "Array, Hash Table, String"
784,Letter Case Permutation,Medium, https://leetcode.com/problems/letter-case-permutation, "Backtracking, String, Bit Manipulation"
325,Maximum Size Subarray Sum Equals k,Medium, https://leetcode.com/problems/maximum-size-subarray-sum-equals-k, "Array, Hash Table"
180,Consecutive Numbers,Medium, https://leetcode.com/problems/consecutive-numbers, "SQL"
1382,Balance a Binary Search Tree,Medium, https://leetcode.com/problems/balance-a-binary-search-tree, "Tree, Depth-First Search, Binary Search Tree"
435,Non-overlapping Intervals,Medium, https://leetcode.com/problems/non-overlapping-intervals, "Array, Dynamic Programming, Greedy, Sorting"
559,Maximum Depth of N-ary Tree,Easy, https://leetcode.com/problems/maximum-depth-of-n-ary-tree, "Tree, Depth-First Search, Breadth-First Search"
727,Minimum Window Subsequence,Hard, https://leetcode.com/problems/minimum-window-subsequence, "String, Dynamic Programming, Two Pointers"
266,Palindrome Permutation,Easy, https://leetcode.com/problems/palindrome-permutation, "Hash Table, String"
507,Perfect Number,Easy, https://leetcode.com/problems/perfect-number, "Math"
450,Delete Node in a BST,Medium, https://leetcode.com/problems/delete-node-in-a-bst, "Tree, Binary Search Tree"
918,Maximum Sum Circular Subarray,Medium, https://leetcode.com/problems/maximum-sum-circular-subarray, "Array, Dynamic Programming, Queue"
406,Queue Reconstruction by Height,Medium, https://leetcode.com/problems/queue-reconstruction-by-height, "Array, Greedy, Sorting"
637,Average of Levels in Binary Tree,Easy, https://leetcode.com/problems/average-of-levels-in-binary-tree, "Tree, Breadth-First Search"
1049,Last Stone Weight II,Medium, https://leetcode.com/problems/last-stone-weight-ii, "Array, Dynamic Programming"
241,Different Ways to Add Parentheses,Medium, https://leetcode.com/problems/different-ways-to-add-parentheses, "Recursion, Dynamic Programming, Divide and Conquer"
1110,Delete Nodes And Return Forest,Medium, https://leetcode.com/problems/delete-nodes-and-return-forest, "Tree, Depth-First Search, Binary Tree"
646,Maximum Length of Pair Chain,Medium, https://leetcode.com/problems/maximum-length-of-pair-chain, "Greedy, Dynamic Programming"
626,Exchange Seats,Medium, https://leetcode.com/problems/exchange-seats, "SQL"
884,Uncommon Words from Two Sentences,Easy, https://leetcode.com/problems/uncommon-words-from-two-sentences, "Hash Table, String"
250,Count Univalue Subtrees,Medium, https://leetcode.com/problems/count-univalue-subtrees, "Tree, Depth-First Search, Binary Tree"
334,Increasing Triplet Subsequence,Medium, https://leetcode.com/problems/increasing-triplet-subsequence, "Array, Greedy"
416,Partition Equal Subset Sum,Medium, https://leetcode.com/problems/partition-equal-subset-sum, "Array, Dynamic Programming"
912,Sort an Array,Medium, https://leetcode.com/problems/sort-an-array, "Array, Divide and Conquer, Sorting, Heap (Priority Queue), Merge Sort"
345,Reverse Vowels of a String,Easy, https://leetcode.com/problems/reverse-vowels-of-a-string, "Two Pointers, String"
1179,Reformat Department Table,Easy, https://leetcode.com/problems/reformat-department-table, "SQL"
557,Reverse Words in a String III,Easy, https://leetcode.com/problems/reverse-words-in-a-string-iii, "Two Pointers, String"
1027,Longest Arithmetic Sequence,Medium, https://leetcode.com/problems/longest-arithmetic-sequence, "Array, Hash Table, Dynamic Programming"
671,Second Minimum Node In a Binary Tree,Easy, https://leetcode.com/problems/second-minimum-node-in-a-binary-tree, "Tree, Depth-First Search, Binary Tree"
452,Minimum Number of Arrows to Burst Balloons,Medium, https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons, "Array, Greedy, Sorting"
249,Group Shifted Strings,Medium, https://leetcode.com/problems/group-shifted-strings, "Hash Table, String"
796,Rotate String,Easy, https://leetcode.com/problems/rotate-string, "String, String Matching"
931,Minimum Falling Path Sum,Medium, https://leetcode.com/problems/minimum-falling-path-sum, "Array, Dynamic Programming, Matrix"
158,Read N Characters Given Read4 II - Call multiple times,Hard, https://leetcode.com/problems/read-n-characters-given-read4-ii-call-multiple-times, "String, Simulation, Interactive"
1395,Count Number of Teams,Medium, https://leetcode.com/problems/count-number-of-teams, "Array, Binary Indexed Tree, Dynamic Programming"
162,Find Peak Element,Medium, https://leetcode.com/problems/find-peak-element, "Array, Binary Search"
171,Excel Sheet Column Number,Easy, https://leetcode.com/problems/excel-sheet-column-number, "Math, String"
714,Best Time to Buy and Sell Stock with Transaction Fee,Medium, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee, "Array, Dynamic Programming, Greedy"
704,Binary Search,Easy, https://leetcode.com/problems/binary-search, "Array, Binary Search"
429,N-ary Tree Level Order Traversal,Medium, https://leetcode.com/problems/n-ary-tree-level-order-traversal, "Tree, Breadth-First Search"
414,Third Maximum Number,Easy, https://leetcode.com/problems/third-maximum-number, "Array, Sorting"
684,Redundant Connection,Medium, https://leetcode.com/problems/redundant-connection, "Depth-First Search, Breadth-First Search, Union Find, Graph"
1160,Find Words That Can Be Formed by Characters,Easy, https://leetcode.com/problems/find-words-that-can-be-formed-by-characters, "Array, Hash Table, String"
1520,Maximum Number of Non-Overlapping Substrings,Hard, https://leetcode.com/problems/maximum-number-of-non-overlapping-substrings, "Greedy, String"
905,Sort Array By Parity,Easy, https://leetcode.com/problems/sort-array-by-parity, "Array, Two Pointers, Sorting"
921,Minimum Add to Make Parentheses Valid,Medium, https://leetcode.com/problems/minimum-add-to-make-parentheses-valid, "Stack, Greedy, String"
459,Repeated Substring Pattern,Easy, https://leetcode.com/problems/repeated-substring-pattern, "String, String Matching"
485,Max Consecutive Ones,Easy, https://leetcode.com/problems/max-consecutive-ones, "Array"
654,Maximum Binary Tree,Medium, https://leetcode.com/problems/maximum-binary-tree, "Tree, Array, Divide and Conquer, Binary Tree"
60,Permutation Sequence,Hard, https://leetcode.com/problems/permutation-sequence, "Math, Backtracking"
43,Multiply Strings,Medium, https://leetcode.com/problems/multiply-strings, "Math, String, Simulation"
392,Is Subsequence,Easy, https://leetcode.com/problems/is-subsequence, "Two Pointers, String, Dynamic Programming"
674,Longest Continuous Increasing Subsequence,Easy, https://leetcode.com/problems/longest-continuous-increasing-subsequence, "Array"
965,Univalued Binary Tree,Easy, https://leetcode.com/problems/univalued-binary-tree, "Tree, Depth-First Search, Breadth-First Search, Binary Tree"
290,Word Pattern,Easy, https://leetcode.com/problems/word-pattern, "Hash Table, String"
590,N-ary Tree Postorder Traversal,Easy, https://leetcode.com/problems/n-ary-tree-postorder-traversal, "Tree, Depth-First Search"
346,Moving Average from Data Stream,Easy, https://leetcode.com/problems/moving-average-from-data-stream, "Queue, Design"
383,Ransom Note,Easy, https://leetcode.com/problems/ransom-note, "Hash Table, String, Counting"
657,Robot Return to Origin,Easy, https://leetcode.com/problems/robot-return-to-origin, "String, Simulation"
1266,Minimum Time Visiting All Points,Easy, https://leetcode.com/problems/minimum-time-visiting-all-points, "Array, Geometry"
1304,Find N Unique Integers Sum up to Zero,Easy, https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero, "Math"
724,Find Pivot Index,Easy, https://leetcode.com/problems/find-pivot-index, "Array, Prefix Sum"
151,Reverse Words in a String,Medium, https://leetcode.com/problems/reverse-words-in-a-string, "Two Pointers, String"
144,Binary Tree Preorder Traversal,Medium, https://leetcode.com/problems/binary-tree-preorder-traversal, "Tree, Depth-First Search, Binary Tree"
303,Range Sum Query - Immutable,Easy, https://leetcode.com/problems/range-sum-query-immutable, "Array, Prefix Sum"
213,House Robber II,Medium, https://leetcode.com/problems/house-robber-ii, "Array, Dynamic Programming"
338,Counting Bits,Medium, https://leetcode.com/problems/counting-bits, "Dynamic Programming, Bit Manipulation"
1221,Split a String in Balanced Strings,Easy, https://leetcode.com/problems/split-a-string-in-balanced-strings, "Greedy, String"
461,Hamming Distance,Easy, https://leetcode.com/problems/hamming-distance, "Bit Manipulation"
260,Single Number III,Medium, https://leetcode.com/problems/single-number-iii, "Array, Bit Manipulation"
1344,Angle Between Hands of a Clock,Medium, https://leetcode.com/problems/angle-between-hands-of-a-clock, "Math"
328,Odd Even Linked List,Medium, https://leetcode.com/problems/odd-even-linked-list, "Linked List"
309,Best Time to Buy and Sell Stock with Cooldown,Medium, https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown, "Array, Dynamic Programming"
1431,Kids With the Greatest Number of Candies,Easy, https://leetcode.com/problems/kids-with-the-greatest-number-of-candies, "Array"
797,All Paths From Source to Target,Medium, https://leetcode.com/problems/all-paths-from-source-to-target, "Backtracking, Depth-First Search, Breadth-First Search, Graph"
505,The Maze II,Medium, https://leetcode.com/problems/the-maze-ii, "Breadth-First Search, Graph, Heap (Priority Queue)"
631,Design Excel Sum Formula,Hard, https://leetcode.com/problems/design-excel-sum-formula, "Hash Table, Design, Graph"
711,Number of Distinct Islands II,Hard, https://leetcode.com/problems/number-of-distinct-islands-ii, "Depth-First Search, Hash Table, Geometry"
943,Find the Shortest Superstring,Hard, https://leetcode.com/problems/find-the-shortest-superstring, "Bit Manipulation, Dynamic Programming, Backtracking"
558,Logical OR of Two Binary Grids Represented as Quad-Trees,Medium, https://leetcode.com/problems/logical-or-of-two-binary-grids-represented-as-quad-trees, "Tree, Divide and Conquer"
635,Design Log Storage System,Medium, https://leetcode.com/problems/design-log-storage-system, "Design, String"
361,Bomb Enemy,Medium, https://leetcode.com/problems/bomb-enemy, "Array, Dynamic Programming, Matrix"
428,Serialize and Deserialize N-ary Tree,Hard, https://leetcode.com/problems/serialize-and-deserialize-n-ary-tree, "Tree, Design"
710,Random Pick with Blacklist,Hard, https://leetcode.com/problems/random-pick-with-blacklist, "Hash Table, Math, Binary Search, Reservoir Sampling"
658,Find K Closest Elements,Medium, https://leetcode.com/problems/find-k-closest-elements, "Array, Two Pointers, Binary Search, Sorting, Heap (Priority Queue)"
699,Falling Squares,Hard, https://leetcode.com/problems/falling-squares, "Array, Segment Tree, Ordered Set"
508,Most Frequent Subtree Sum,Medium, https://leetcode.com/problems/most-frequent-subtree-sum, "Tree, Depth-First Search, Hash Table, Binary Tree"
683,K Empty Slots,Hard, https://leetcode.com/problems/k-empty-slots, "Array, Sliding Window, Ordered Set"
225,Implement Stack using Queues,Easy, https://leetcode.com/problems/implement-stack-using-queues, "Stack, Design, Queue"
369,Plus One Linked List,Medium, https://leetcode.com/problems/plus-one-linked-list, "Linked List"
604,Design Compressed String Iterator,Easy, https://leetcode.com/problems/design-compressed-string-iterator, "Design, Two Pointers"
900,RLE Iterator,Medium, https://leetcode.com/problems/rle-iterator, "Array, Design"
618,Students Report By Geography,Hard, https://leetcode.com/problems/students-report-by-geography, "SQL"
244,Shortest Word Distance II,Medium, https://leetcode.com/problems/shortest-word-distance-ii, "Array, Hash Table, Two Pointers, Design"
847,Shortest Path Visiting All Nodes,Hard, https://leetcode.com/problems/shortest-path-visiting-all-nodes, "Dynamic Programming, Bit Manipulation, Breadth-First Search, Graph"
919,Complete Binary Tree Inserter,Medium, https://leetcode.com/problems/complete-binary-tree-inserter, "Tree, Breadth-First Search, Design, Binary Tree"
731,My Calendar II,Medium, https://leetcode.com/problems/my-calendar-ii, "Design, Segment Tree, Ordered Map"
305,Number of Islands II,Hard, https://leetcode.com/problems/number-of-islands-ii, "Array, Union Find"
1059,All Paths from Source Lead to Destination,Medium, https://leetcode.com/problems/all-paths-from-source-lead-to-destination, "Depth-First Search, Graph"
1086,High Five,Easy, https://leetcode.com/problems/high-five, "Array, Hash Table, Sorting"
1026,Maximum Difference Between Node and Ancestor,Medium, https://leetcode.com/problems/maximum-difference-between-node-and-ancestor, "Tree, Depth-First Search, Binary Tree"
281,Zigzag Iterator,Medium, https://leetcode.com/problems/zigzag-iterator, "Design, Two Pointers, Queue"
742,Closest Leaf in a Binary Tree,Medium, https://leetcode.com/problems/closest-leaf-in-a-binary-tree, "Tree, Depth-First Search, Breadth-First Search, Binary Tree"
174,Dungeon Game,Hard, https://leetcode.com/problems/dungeon-game, "Array, Dynamic Programming, Binary Search, Matrix"
924,Minimize Malware Spread,Hard, https://leetcode.com/problems/minimize-malware-spread, "Array, Depth-First Search, Union Find, Graph"
267,Palindrome Permutation II,Medium, https://leetcode.com/problems/palindrome-permutation-ii, "Hash Table, Backtracking"
393,UTF-8 Validation,Medium, https://leetcode.com/problems/utf-8-validation, "Array, Bit Manipulation"
1023,Camelcase Matching,Medium, https://leetcode.com/problems/camelcase-matching, "Two Pointers, String, String Matching"
807,Max Increase to Keep City Skyline,Medium, https://leetcode.com/problems/max-increase-to-keep-city-skyline, "Array, Greedy, Matrix"
720,Longest Word in Dictionary,Easy, https://leetcode.com/problems/longest-word-in-dictionary, "Trie, Array, Hash Table, String"
826,Most Profit Assigning Work,Medium, https://leetcode.com/problems/most-profit-assigning-work, "Array, Sorting, Two Pointers, Binary Search, Greedy"
447,Number of Boomerangs,Easy, https://leetcode.com/problems/number-of-boomerangs, "Array, Hash Table, Math"
358,Rearrange String k Distance Apart,Hard, https://leetcode.com/problems/rearrange-string-k-distance-apart, "Hash Table, Greedy, String, Heap (Priority Queue)"
549,Binary Tree Longest Consecutive Sequence II,Medium, https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii, "Tree, Depth-First Search, Binary Tree"
433,Minimum Genetic Mutation,Medium, https://leetcode.com/problems/minimum-genetic-mutation, "Breadth-First Search, Hash Table, String"
942,DI String Match,Easy, https://leetcode.com/problems/di-string-match, "Array, Math, Greedy, Two Pointers"
582,Kill Process,Medium, https://leetcode.com/problems/kill-process, "Array, Hash Table, Depth-First Search, Breadth-First Search"
871,Minimum Number of Refueling Stops,Hard, https://leetcode.com/problems/minimum-number-of-refueling-stops, "Array, Dynamic Programming, Greedy, Heap (Priority Queue)"
904,Fruit Into Baskets,Medium, https://leetcode.com/problems/fruit-into-baskets, "Array, Hash Table, Sliding Window"
765,Couples Holding Hands,Hard, https://leetcode.com/problems/couples-holding-hands, "Greedy, Union Find, Graph"
1082,Sales Analysis I,Easy, https://leetcode.com/problems/sales-analysis-i, "SQL"
365,Water and Jug Problem,Medium, https://leetcode.com/problems/water-and-jug-problem, "Math, Depth-First Search, Breadth-First Search"
855,Exam Room,Medium, https://leetcode.com/problems/exam-room, "Greedy, Design, Ordered Set"
475,Heaters,Easy, https://leetcode.com/problems/heaters, "Array, Binary Search, Two Pointers, Sorting"
783,Minimum Distance Between BST Nodes,Easy, https://leetcode.com/problems/minimum-distance-between-bst-nodes, "Tree, Depth-First Search, Binary Search Tree, Binary Tree"
979,Distribute Coins in Binary Tree,Medium, https://leetcode.com/problems/distribute-coins-in-binary-tree, "Tree, Depth-First Search, Binary Tree"
719,Find K-th Smallest Pair Distance,Hard, https://leetcode.com/problems/find-k-th-smallest-pair-distance, "Array, Binary Search, Two Pointers, Sorting"
679,24 Game,Hard, https://leetcode.com/problems/24-game, "Math, Backtracking"
687,Longest Univalue Path,Easy, https://leetcode.com/problems/longest-univalue-path, "Tree, Depth-First Search, Binary Tree"
791,Custom Sort String,Medium, https://leetcode.com/problems/custom-sort-string, "Hash Table, String"
792,Number of Matching Subsequences,Medium, https://leetcode.com/problems/number-of-matching-subsequences, "Array, Hash Table, String, Trie, Sorting"
493,Reverse Pairs,Hard, https://leetcode.com/problems/reverse-pairs, "Array, Divide and Conquer, Binary Indexed Tree, Segment Tree"
532,K-diff Pairs in an Array,Easy, https://leetcode.com/problems/k-diff-pairs-in-an-array, "Array, Hash Table, Two Pointers, Sorting"
231,Power of Two,Easy, https://leetcode.com/problems/power-of-two, "Math, Bit Manipulation, Recursion"
376,Wiggle Subsequence,Medium, https://leetcode.com/problems/wiggle-subsequence, "Array, Greedy, Dynamic Programming"
673,Number of Longest Increasing Subsequence,Medium, https://leetcode.com/problems/number-of-longest-increasing-subsequence, "Array, Dynamic Programming"
